MAL_ID,SEPERATE,Name,SEPERATE,Score,SEPERATE,Genres,SEPERATE,Type,SEPERATE,Episodes,SEPERATE,Premiered,SEPERATE,Ranked,SEPERATE,Popularity,SEPERATE,Favorites,END
2380,SEPERATE,Tokubetsu Jugyou 2,SEPERATE,5.7,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,8673,SEPERATE,0,END
2382,SEPERATE,Firestorm,SEPERATE,5.65,SEPERATE,"Action, Military, Sci-Fi, Adventure, Mecha",SEPERATE,TV,SEPERATE,26,SEPERATE,Spring 2003,SEPERATE,9305,SEPERATE,10177,SEPERATE,1,END
2383,SEPERATE,Cybersix,SEPERATE,7.24,SEPERATE,"Action, Adventure, Romance, Sci-Fi",SEPERATE,TV,SEPERATE,13,SEPERATE,Fall 1999,SEPERATE,2593,SEPERATE,5612,SEPERATE,50,END
2384,SEPERATE,Yakusai Kochou,SEPERATE,5.37,SEPERATE,"Comedy, Supernatural, Ecchi",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,10005,SEPERATE,9029,SEPERATE,1,END
2385,SEPERATE,One Piece: Jango no Dance Carnival,SEPERATE,7.18,SEPERATE,"Comedy, Fantasy, Shounen",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2860,SEPERATE,2947,SEPERATE,29,END
2386,SEPERATE,One Piece: Yume no Soccer Ou!,SEPERATE,7.17,SEPERATE,"Comedy, Fantasy, Shounen, Sports",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2874,SEPERATE,2777,SEPERATE,22,END
2387,SEPERATE,Ai Monogatari: 9 Love Stories,SEPERATE,6.61,SEPERATE,"Drama, Romance",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,5310,SEPERATE,7296,SEPERATE,6,END
2388,SEPERATE,Tachiguishi Retsuden,SEPERATE,5.51,SEPERATE,Comedy,SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,9667,SEPERATE,10699,SEPERATE,1,END
2389,SEPERATE,Kagaku Ninja-tai Gatchaman,SEPERATE,6.95,SEPERATE,"Action, Adventure, Sci-Fi, Shounen",SEPERATE,TV,SEPERATE,105,SEPERATE,Fall 1972,SEPERATE,3822,SEPERATE,5330,SEPERATE,56,END
2390,SEPERATE,Hoshi no Kirby,SEPERATE,6.77,SEPERATE,"Action, Adventure, Comedy, Parody, Fantasy",SEPERATE,TV,SEPERATE,100,SEPERATE,Fall 2001,SEPERATE,4577,SEPERATE,3429,SEPERATE,228,END
2391,SEPERATE,SD Gundam Force,SEPERATE,5.36,SEPERATE,"Adventure, Comedy, Fantasy, Mecha",SEPERATE,TV,SEPERATE,52,SEPERATE,Winter 2004,SEPERATE,10016,SEPERATE,5587,SEPERATE,11,END
2392,SEPERATE,Doraemon Movie 26: Nobita no Kyouryuu 2006,SEPERATE,7.45,SEPERATE,"Adventure, Comedy, Kids",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,1741,SEPERATE,5430,SEPERATE,10,END
2393,SEPERATE,Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,SEPERATE,7.27,SEPERATE,"Adventure, Comedy, Fantasy, Kids",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2497,SEPERATE,6235,SEPERATE,3,END
2394,SEPERATE,Ma ga Ochiru Yoru,SEPERATE,6.42,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,7026,SEPERATE,23,END
2395,SEPERATE,Kangoku: Injoku no Jikkentou,SEPERATE,5.52,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,7930,SEPERATE,13,END
2396,SEPERATE,Milk Junkie: Shimai-hen,SEPERATE,6.8,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,4,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,4993,SEPERATE,118,END
2397,SEPERATE,Digimon Adventure: Bokura no War Game!,SEPERATE,7.77,SEPERATE,"Sci-Fi, Adventure, Comedy, Kids",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,883,SEPERATE,1936,SEPERATE,267,END
2398,SEPERATE,Digimon Adventure 02: Diablomon no Gyakushuu,SEPERATE,7.28,SEPERATE,"Adventure, Comedy, Drama, Kids, Sci-Fi",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2409,SEPERATE,2373,SEPERATE,40,END
2399,SEPERATE,Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,SEPERATE,6.6,SEPERATE,"Adventure, Comedy, Kids",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,5398,SEPERATE,9153,SEPERATE,4,END
2400,SEPERATE,GS Mikami,SEPERATE,7.19,SEPERATE,"Comedy, Supernatural",SEPERATE,TV,SEPERATE,45,SEPERATE,Spring 1993,SEPERATE,2823,SEPERATE,4932,SEPERATE,34,END
2402,SEPERATE,Ashita no Joe,SEPERATE,8.28,SEPERATE,"Action, Drama, Shounen, Slice of Life, Sports",SEPERATE,TV,SEPERATE,79,SEPERATE,Spring 1970,SEPERATE,238,SEPERATE,2062,SEPERATE,1451,END
2403,SEPERATE,Kodomo no Jikan (TV),SEPERATE,6.82,SEPERATE,"Comedy, Drama, Ecchi, School",SEPERATE,TV,SEPERATE,12,SEPERATE,Fall 2007,SEPERATE,4350,SEPERATE,1431,SEPERATE,542,END
2404,SEPERATE,Zombie-Loan,SEPERATE,6.89,SEPERATE,"Action, Horror, Shounen, Supernatural",SEPERATE,TV,SEPERATE,11,SEPERATE,Summer 2007,SEPERATE,4097,SEPERATE,1185,SEPERATE,386,END
2405,SEPERATE,Hello! Lady Lynn,SEPERATE,7.57,SEPERATE,"Drama, Shoujo",SEPERATE,TV,SEPERATE,36,SEPERATE,Spring 1988,SEPERATE,1370,SEPERATE,7663,SEPERATE,32,END
2406,SEPERATE,Sazae-san,SEPERATE,6.09,SEPERATE,"Slice of Life, Comedy",SEPERATE,TV,SEPERATE,Unknown,SEPERATE,Fall 1969,SEPERATE,7844,SEPERATE,6259,SEPERATE,23,END
2407,SEPERATE,Keroro Gunsou Movie 1,SEPERATE,7.27,SEPERATE,"Comedy, Kids, Sci-Fi, Shounen",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2508,SEPERATE,6221,SEPERATE,21,END
2408,SEPERATE,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,SEPERATE,7.31,SEPERATE,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2292,SEPERATE,6695,SEPERATE,20,END
2409,SEPERATE,Gokudou-kun Manyuuki,SEPERATE,7.47,SEPERATE,"Adventure, Comedy, Fantasy, Magic",SEPERATE,TV,SEPERATE,26,SEPERATE,Spring 1999,SEPERATE,1677,SEPERATE,4462,SEPERATE,121,END
2410,SEPERATE,Soreyuke Marin-chan,SEPERATE,6.62,SEPERATE,"Hentai, Sci-Fi",SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,7786,SEPERATE,17,END
2411,SEPERATE,Ane to Boin,SEPERATE,6.69,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,4843,SEPERATE,83,END
2412,SEPERATE,Cambrian,SEPERATE,5.78,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,7174,SEPERATE,18,END
2413,SEPERATE,Boin,SEPERATE,6.61,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,4747,SEPERATE,57,END
2414,SEPERATE,Assemble Insert,SEPERATE,6.12,SEPERATE,"Sci-Fi, Comedy, Police",SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,7685,SEPERATE,7770,SEPERATE,5,END
2415,SEPERATE,Super Fishing Grander Musashi,SEPERATE,6.87,SEPERATE,"Adventure, Sports",SEPERATE,TV,SEPERATE,25,SEPERATE,Spring 1997,SEPERATE,4153,SEPERATE,7382,SEPERATE,13,END
2416,SEPERATE,Grander Musashi RV,SEPERATE,7.04,SEPERATE,"Adventure, Sports",SEPERATE,TV,SEPERATE,39,SEPERATE,Spring 1998,SEPERATE,3485,SEPERATE,9075,SEPERATE,12,END
2417,SEPERATE,Saigo no Door wo Shimero!,SEPERATE,6.59,SEPERATE,"Comedy, Drama, Romance, Yaoi",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,4504,SEPERATE,14,END
2418,SEPERATE,Stranger: Mukou Hadan,SEPERATE,8.31,SEPERATE,"Action, Adventure, Historical, Samurai",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,218,SEPERATE,562,SEPERATE,2729,END
2419,SEPERATE,Spirit of Wonder: China-san no Yuuutsu,SEPERATE,6.48,SEPERATE,"Romance, Sci-Fi, Seinen",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,6016,SEPERATE,7013,SEPERATE,1,END
2420,SEPERATE,Spirit of Wonder: Shounen Kagaku Club,SEPERATE,6.6,SEPERATE,"Drama, Sci-Fi, Seinen, Space",SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,5398,SEPERATE,7812,SEPERATE,2,END
2421,SEPERATE,Super Kuma-san,SEPERATE,6.13,SEPERATE,"Comedy, Fantasy",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7639,SEPERATE,10938,SEPERATE,1,END
2422,SEPERATE,Kenritsu Chikyuu Boueigun,SEPERATE,6.15,SEPERATE,"Action, Sci-Fi, Adventure, Comedy, Shounen",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7574,SEPERATE,8596,SEPERATE,1,END
2423,SEPERATE,Grey: Digital Target,SEPERATE,6.19,SEPERATE,"Action, Military, Sci-Fi, Drama, Shounen",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7403,SEPERATE,8718,SEPERATE,3,END
2424,SEPERATE,"Suteki Desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",SEPERATE,7.48,SEPERATE,"Comedy, Shoujo",SEPERATE,Special,SEPERATE,3,SEPERATE,Unknown,SEPERATE,1652,SEPERATE,3268,SEPERATE,531,END
2427,SEPERATE,Unico,SEPERATE,7.13,SEPERATE,"Adventure, Fantasy, Kids",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,3076,SEPERATE,6948,SEPERATE,32,END
2428,SEPERATE,Tanpen Unico: Kuroi Kumo to Shiroi Hane,SEPERATE,6.27,SEPERATE,"Adventure, Kids, Fantasy",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7027,SEPERATE,10104,SEPERATE,2,END
2429,SEPERATE,Unico: Mahou no Shima e,SEPERATE,7,SEPERATE,"Adventure, Fantasy, Kids",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,3653,SEPERATE,8507,SEPERATE,15,END
2430,SEPERATE,Gekka Bijin,SEPERATE,6.11,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,8151,SEPERATE,9,END
2431,SEPERATE,Nikuyoku Gangu Takuhainin,SEPERATE,6.24,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,8257,SEPERATE,8,END
2432,SEPERATE,Discipline,SEPERATE,6.87,SEPERATE,"Hentai, School, Yuri",SEPERATE,OVA,SEPERATE,6,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,3124,SEPERATE,396,END
2433,SEPERATE,Lingeries,SEPERATE,6.98,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,5497,SEPERATE,73,END
2434,SEPERATE,Kijoku: Princess Double Kari,SEPERATE,5.94,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,8611,SEPERATE,4,END
2435,SEPERATE,Choubatsu Yobikou,SEPERATE,5.98,SEPERATE,"Hentai, School",SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,7855,SEPERATE,9,END
2436,SEPERATE,Angelium,SEPERATE,5.91,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,6677,SEPERATE,7,END
2437,SEPERATE,Elfina: Yoru e to Urareta Oukoku de... The Animation,SEPERATE,6.04,SEPERATE,"Hentai, Fantasy",SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,7449,SEPERATE,9,END
2438,SEPERATE,Hitozuma♪Kasumi-san,SEPERATE,6.78,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,5622,SEPERATE,39,END
2439,SEPERATE,Hooligan,SEPERATE,5.71,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,8589,SEPERATE,1,END
2440,SEPERATE,Suki da yo!,SEPERATE,5.92,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,9146,SEPERATE,2,END
2441,SEPERATE,Koihime,SEPERATE,6.61,SEPERATE,"Fantasy, Harem, Hentai, Magic, Supernatural",SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,6813,SEPERATE,29,END
2442,SEPERATE,Zoku Koihime,SEPERATE,6.47,SEPERATE,"Fantasy, Harem, Hentai, Magic, Supernatural",SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,8219,SEPERATE,14,END
2443,SEPERATE,Kara no Naka no Kotori,SEPERATE,5.58,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,5,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,10019,SEPERATE,1,END
2444,SEPERATE,Maids in Dream,SEPERATE,5.72,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,8812,SEPERATE,5,END
2445,SEPERATE,Maple Colors,SEPERATE,6.3,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,6617,SEPERATE,17,END
2446,SEPERATE,Nikuyome: Takayanagi Ke no Hitobito,SEPERATE,7,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,4,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,5767,SEPERATE,125,END
2447,SEPERATE,Chibo,SEPERATE,6,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,6000,SEPERATE,32,END
2448,SEPERATE,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,SEPERATE,8.02,SEPERATE,"Action, Sci-Fi, Mecha",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,517,SEPERATE,3247,SEPERATE,45,END
2449,SEPERATE,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,SEPERATE,8.1,SEPERATE,"Action, Sci-Fi, Mystery, Police, Psychological, Mecha, Seinen",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,416,SEPERATE,2751,SEPERATE,56,END
2450,SEPERATE,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,SEPERATE,7.72,SEPERATE,"Comedy, Sci-Fi, Seinen",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,973,SEPERATE,5954,SEPERATE,57,END
2451,SEPERATE,Space Cobra,SEPERATE,7.71,SEPERATE,"Action, Adventure, Sci-Fi, Space",SEPERATE,TV,SEPERATE,31,SEPERATE,Fall 1982,SEPERATE,995,SEPERATE,4046,SEPERATE,208,END
2452,SEPERATE,Space Adventure Cobra,SEPERATE,7.11,SEPERATE,"Action, Adventure, Sci-Fi, Space",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,3178,SEPERATE,5533,SEPERATE,34,END
2453,SEPERATE,Dennou Sentai Voogie's★Angel,SEPERATE,5.53,SEPERATE,"Action, Mecha, Military, Drama, Sci-Fi",SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,9596,SEPERATE,8749,SEPERATE,3,END
2454,SEPERATE,Kimagure Orange☆Road: Ano Hi ni Kaeritai,SEPERATE,7.65,SEPERATE,"Comedy, Drama, Romance, Shounen, Slice of Life",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,1164,SEPERATE,5483,SEPERATE,37,END
2455,SEPERATE,Prayers,SEPERATE,5.52,SEPERATE,Sci-Fi,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,9624,SEPERATE,10030,SEPERATE,0,END
2456,SEPERATE,Mori no Densetsu,SEPERATE,6.42,SEPERATE,"Adventure, Drama, Fantasy, Music",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,6317,SEPERATE,9450,SEPERATE,1,END
2457,SEPERATE,Majokko Tsukune-chan,SEPERATE,6.64,SEPERATE,"Comedy, Magic, Seinen",SEPERATE,OVA,SEPERATE,6,SEPERATE,Unknown,SEPERATE,5199,SEPERATE,8272,SEPERATE,5,END
2458,SEPERATE,Kimagure Orange☆Road OVA,SEPERATE,7.44,SEPERATE,"Magic, Comedy, Romance, School, Drama",SEPERATE,OVA,SEPERATE,8,SEPERATE,Unknown,SEPERATE,1772,SEPERATE,6032,SEPERATE,11,END
2459,SEPERATE,Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki,SEPERATE,6.94,SEPERATE,"Comedy, Drama, Romance, Seinen",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,3856,SEPERATE,6975,SEPERATE,17,END
2460,SEPERATE,Maison Ikkoku: Kanketsu-hen,SEPERATE,7.23,SEPERATE,"Comedy, Drama, Romance, Seinen",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2663,SEPERATE,6232,SEPERATE,20,END
2461,SEPERATE,Metal Skin Panic MADOX-01,SEPERATE,5.96,SEPERATE,"Action, Mecha, Sci-Fi",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,8351,SEPERATE,6640,SEPERATE,7,END
2462,SEPERATE,Toushinden,SEPERATE,5.33,SEPERATE,"Action, Martial Arts",SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,10094,SEPERATE,7436,SEPERATE,2,END
2463,SEPERATE,Shounan Bakusouzoku,SEPERATE,6.65,SEPERATE,"Action, Comedy, Shounen",SEPERATE,OVA,SEPERATE,12,SEPERATE,Unknown,SEPERATE,5119,SEPERATE,9394,SEPERATE,9,END
2464,SEPERATE,Yoshinaga-san'chi no Gargoyle Specials,SEPERATE,6.37,SEPERATE,"Adventure, Comedy, Fantasy",SEPERATE,Special,SEPERATE,5,SEPERATE,Unknown,SEPERATE,6544,SEPERATE,10170,SEPERATE,1,END
2465,SEPERATE,Idol Bouei-tai Hummingbird,SEPERATE,5.81,SEPERATE,"Military, Music, Comedy, Parody",SEPERATE,OVA,SEPERATE,4,SEPERATE,Unknown,SEPERATE,8822,SEPERATE,9008,SEPERATE,2,END
2466,SEPERATE,Scramble Wars: Tsuppashire! Genom Trophy Rally,SEPERATE,6.17,SEPERATE,Parody,SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7472,SEPERATE,10283,SEPERATE,0,END
2467,SEPERATE,3 Choume no Tama: Uchi no Tama Shirimasen ka?,SEPERATE,6.61,SEPERATE,Adventure,SEPERATE,TV,SEPERATE,36,SEPERATE,Fall 1988,SEPERATE,5322,SEPERATE,8822,SEPERATE,8,END
2468,SEPERATE,Nineteen 19,SEPERATE,6.08,SEPERATE,"Romance, Drama",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7890,SEPERATE,7795,SEPERATE,3,END
2469,SEPERATE,Ogenki Clinic,SEPERATE,5.87,SEPERATE,"Comedy, Hentai, Yuri",SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,8680,SEPERATE,6,END
2470,SEPERATE,Uchuu Kaizoku Captain Herlock: Arcadia-gou no Nazo,SEPERATE,6.96,SEPERATE,"Action, Sci-Fi, Adventure, Space, Drama",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,3766,SEPERATE,6744,SEPERATE,8,END
2471,SEPERATE,Doraemon (1979),SEPERATE,7.7,SEPERATE,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",SEPERATE,TV,SEPERATE,1787,SEPERATE,Spring 1979,SEPERATE,1021,SEPERATE,2598,SEPERATE,401,END
2472,SEPERATE,Naruto: Shippuuden Movie 1,SEPERATE,7.29,SEPERATE,"Action, Adventure, Comedy, Fantasy, Shounen",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2390,SEPERATE,699,SEPERATE,394,END
2473,SEPERATE,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,SEPERATE,6.03,SEPERATE,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,8098,SEPERATE,7689,SEPERATE,5,END
2474,SEPERATE,Ginga Ojousama Densetsu Yuna: Shin'en no Fairy,SEPERATE,6.16,SEPERATE,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",SEPERATE,OVA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,7525,SEPERATE,8569,SEPERATE,7,END
2475,SEPERATE,6 Angels,SEPERATE,4.42,SEPERATE,"Action, Sci-Fi",SEPERATE,ONA,SEPERATE,6,SEPERATE,Unknown,SEPERATE,10924,SEPERATE,7872,SEPERATE,0,END
2476,SEPERATE,School Days,SEPERATE,5.68,SEPERATE,"Harem, Drama, Romance, School",SEPERATE,TV,SEPERATE,12,SEPERATE,Summer 2007,SEPERATE,9203,SEPERATE,225,SEPERATE,3042,END
2479,SEPERATE,Dragon Knight,SEPERATE,5.41,SEPERATE,"Action, Demons, Fantasy, Hentai",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,8153,SEPERATE,4,END
2480,SEPERATE,Dragon Knight Gaiden,SEPERATE,5.04,SEPERATE,"Action, Fantasy, Hentai, Demons",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,9855,SEPERATE,1,END
2482,SEPERATE,Good Morning Althea,SEPERATE,5.55,SEPERATE,"Action, Sci-Fi, Space, Mecha",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,9549,SEPERATE,9606,SEPERATE,1,END
2483,SEPERATE,Kaitouranma The Animation,SEPERATE,5.99,SEPERATE,"Action, Adventure, Martial Arts, Samurai",SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,8294,SEPERATE,8751,SEPERATE,1,END
2484,SEPERATE,Gear Fighter Dendoh,SEPERATE,7.19,SEPERATE,"Action, Adventure, Mecha, School, Sci-Fi, Space",SEPERATE,TV,SEPERATE,38,SEPERATE,Fall 2000,SEPERATE,2819,SEPERATE,8096,SEPERATE,15,END
2485,SEPERATE,Doku Tenshi no Shippo,SEPERATE,6.37,SEPERATE,"Fantasy, Magic, Comedy, Romance",SEPERATE,Special,SEPERATE,4,SEPERATE,Unknown,SEPERATE,6558,SEPERATE,9376,SEPERATE,8,END
2486,SEPERATE,Rumiko Takahashi Anthology,SEPERATE,7.19,SEPERATE,"Comedy, Drama, Romance, Shounen, Slice of Life, Supernatural",SEPERATE,TV,SEPERATE,13,SEPERATE,Summer 2003,SEPERATE,2793,SEPERATE,6111,SEPERATE,3,END
2487,SEPERATE,Kyouryuu Boukenki Jura Tripper,SEPERATE,6.66,SEPERATE,"Sci-Fi, Adventure, Drama, Fantasy",SEPERATE,TV,SEPERATE,39,SEPERATE,Spring 1995,SEPERATE,5081,SEPERATE,9735,SEPERATE,8,END
2488,SEPERATE,Mei to Koneko Bus,SEPERATE,7.31,SEPERATE,"Adventure, Fantasy",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2314,SEPERATE,3967,SEPERATE,21,END
2489,SEPERATE,Onegai My Melody,SEPERATE,7.09,SEPERATE,"Comedy, Magic, Fantasy",SEPERATE,TV,SEPERATE,52,SEPERATE,Spring 2005,SEPERATE,3228,SEPERATE,5167,SEPERATE,102,END
2490,SEPERATE,One Piece: Mezase! Kaizoku Yakyuu Ou,SEPERATE,7.05,SEPERATE,"Comedy, Fantasy, Shounen, Sports",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,3434,SEPERATE,3104,SEPERATE,15,END
2491,SEPERATE,Touch: Sebangou no Nai Ace,SEPERATE,6.78,SEPERATE,"Drama, Romance, Sports",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,4553,SEPERATE,8943,SEPERATE,0,END
2492,SEPERATE,Touch 2: Sayonara no Okurimono,SEPERATE,6.69,SEPERATE,"Drama, Romance, Sports",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,4939,SEPERATE,9140,SEPERATE,1,END
2493,SEPERATE,Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,SEPERATE,6.71,SEPERATE,"Drama, School, Sports",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,4875,SEPERATE,9238,SEPERATE,0,END
2494,SEPERATE,Goshuushou-sama Ninomiya-kun,SEPERATE,6.72,SEPERATE,"Harem, Comedy, Ecchi, Fantasy",SEPERATE,TV,SEPERATE,12,SEPERATE,Fall 2007,SEPERATE,4814,SEPERATE,1570,SEPERATE,175,END
2495,SEPERATE,Chance Triangle Session,SEPERATE,6.53,SEPERATE,"Slice of Life, Music, Drama",SEPERATE,TV,SEPERATE,13,SEPERATE,Spring 2001,SEPERATE,5722,SEPERATE,6707,SEPERATE,14,END
2497,SEPERATE,Shin Cutey Honey,SEPERATE,6.63,SEPERATE,"Adventure, Comedy, Ecchi, Magic, Sci-Fi",SEPERATE,OVA,SEPERATE,8,SEPERATE,Unknown,SEPERATE,5228,SEPERATE,5471,SEPERATE,30,END
2498,SEPERATE,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,SEPERATE,7.58,SEPERATE,"Comedy, Drama, School, Shounen, Slice of Life, Sports",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,1347,SEPERATE,4458,SEPERATE,25,END
